name,mpg,cylinders,displacement,weight,acceleration,model_year,origin
ford pinto,0.42553191489361697,0.19999999999999996,0.07751937984496121,0.12276722426991782,0.6547619047619048,0.08333333333333304,usa
amc gremlin,0.26595744680851063,0.6000000000000001,0.42377260981912146,0.2894811454493904,0.29761904761904756,0.08333333333333304,usa
plymouth satellite custom,0.18617021276595744,0.6000000000000001,0.40568475452196384,0.5177204423022399,0.4464285714285714,0.08333333333333304,usa
chevrolet chevelle malibu,0.2127659574468085,0.6000000000000001,0.4702842377260982,0.4865324638502977,0.4464285714285714,0.08333333333333304,usa
ford torino 500,0.26595744680851063,0.6000000000000001,0.4702842377260982,0.47887723277573013,0.4464285714285714,0.08333333333333304,usa
amc matador,0.2393617021276596,0.6000000000000001,0.42377260981912146,0.4749078537000283,0.4464285714285714,0.08333333333333304,usa
chevrolet impala,0.1329787234042553,1.0,0.7286821705426357,0.736036291465835,0.23809523809523803,0.08333333333333304,usa
pontiac catalina brougham,0.1329787234042553,1.0,0.8578811369509045,0.8083356960589737,0.20833333333333337,0.08333333333333304,usa
ford galaxie 500,0.1329787234042553,1.0,0.7312661498708011,0.7204423022398639,0.32738095238095233,0.08333333333333304,usa
plymouth fury iii,0.1329787234042553,1.0,0.6459948320413437,0.7039977317833853,0.29761904761904756,0.08333333333333304,usa
dodge monaco (sw),0.0797872340425532,1.0,0.813953488372093,0.9475474907853699,0.20833333333333337,0.08333333333333304,usa
ford country squire (sw),0.10638297872340427,1.0,0.8578811369509045,0.8882903317266798,0.23809523809523803,0.08333333333333304,usa
pontiac safari (sw),0.10638297872340427,1.0,0.8578811369509045,1.0,0.23809523809523803,0.08333333333333304,usa
amc hornet sportabout (sw),0.2393617021276596,0.6000000000000001,0.49095607235142125,0.3824780266515452,0.32738095238095233,0.08333333333333304,usa
chevrolet vega (sw),0.3457446808510638,0.19999999999999996,0.18604651162790697,0.22540402608449106,0.6547619047619048,0.08333333333333304,usa
pontiac firebird,0.26595744680851063,0.6000000000000001,0.4702842377260982,0.4732066912390134,0.41666666666666663,0.08333333333333304,usa
ford mustang,0.2393617021276596,0.6000000000000001,0.4702842377260982,0.43266231925148857,0.38690476190476186,0.08333333333333304,usa
mercury capri 2000,0.3723404255319148,0.19999999999999996,0.1395348837209302,0.17210093563935358,0.3571428571428571,0.08333333333333304,usa
opel 1900,0.5053191489361701,0.19999999999999996,0.12403100775193798,0.14459880918627732,0.3571428571428571,0.08333333333333304,europe
peugeot 304,0.5585106382978723,0.19999999999999996,0.028423772609819126,0.13070598242132125,0.6845238095238094,0.08333333333333304,europe
fiat 124b,0.5585106382978723,0.19999999999999996,0.051679586563307484,0.1281542387297987,0.38690476190476186,0.08333333333333304,europe
toyota corolla 1200,0.5851063829787234,0.19999999999999996,0.00775193798449611,0.045364332293734044,0.6547619047619048,0.08333333333333304,japan
datsun 1200,0.6914893617021276,0.19999999999999996,0.01033591731266148,0.0,0.5952380952380952,0.08333333333333304,japan
volkswagen model 111,0.4787234042553191,0.19999999999999996,0.07493540051679587,0.06265948398072019,0.6547619047619048,0.08333333333333304,europe
plymouth cricket,0.4521276595744681,0.19999999999999996,0.05943152454780362,0.0969662602778566,0.744047619047619,0.08333333333333304,usa
toyota corona hardtop,0.39893617021276595,0.19999999999999996,0.11627906976744184,0.1885455060958322,0.4464285714285714,0.16666666666666696,japan
dodge colt hardtop,0.42553191489361697,0.19999999999999996,0.07622739018087854,0.14544939041678484,0.5357142857142857,0.16666666666666696,usa
volkswagen type 3,0.3723404255319148,0.19999999999999996,0.07493540051679587,0.18174085625177205,0.9226190476190476,0.16666666666666696,europe
chevrolet vega,0.29255319148936165,0.19999999999999996,0.18604651162790697,0.22540402608449106,0.6845238095238094,0.16666666666666696,usa
ford pinto runabout,0.3191489361702128,0.19999999999999996,0.1395348837209302,0.17380209810036862,0.5059523809523809,0.16666666666666696,usa
chevrolet impala,0.10638297872340427,1.0,0.7286821705426357,0.7544655514601645,0.23809523809523803,0.16666666666666696,usa
pontiac catalina,0.1329787234042553,1.0,0.8578811369509045,0.7859370569889425,0.23809523809523803,0.16666666666666696,usa
plymouth fury iii,0.15957446808510636,1.0,0.6459948320413437,0.7150552877799831,0.32738095238095233,0.16666666666666696,usa
ford galaxie 500,0.1329787234042553,1.0,0.7312661498708011,0.713354125318968,0.29761904761904756,0.16666666666666696,usa
amc ambassador sst,0.2127659574468085,1.0,0.6098191214470284,0.58378225120499,0.20833333333333337,0.16666666666666696,usa
mercury marquis,0.05319148936170212,1.0,0.9328165374677002,0.8562517720442303,0.1785714285714286,0.16666666666666696,usa
buick lesabre custom,0.10638297872340427,1.0,0.7286821705426357,0.8191097249787355,0.32738095238095233,0.16666666666666696,usa
oldsmobile delta 88 royale,0.0797872340425532,1.0,0.7286821705426357,0.8060674794442869,0.32738095238095233,0.16666666666666696,usa
chrysler newport royal,0.10638297872340427,1.0,0.8578811369509045,0.7964275588318684,0.2678571428571428,0.16666666666666696,usa
mazda rx2 coupe,0.26595744680851063,0.0,0.00516795865633074,0.20328891409129568,0.32738095238095233,0.16666666666666696,japan
amc matador (sw),0.15957446808510636,1.0,0.6098191214470284,0.6461582081088745,0.2678571428571428,0.16666666666666696,usa
chevrolet chevelle concours (sw),0.10638297872340427,1.0,0.6175710594315246,0.7045647859370571,0.3571428571428571,0.16666666666666696,usa
ford gran torino (sw),0.10638297872340427,1.0,0.6046511627906976,0.7601360929968811,0.47619047619047616,0.16666666666666696,usa
plymouth satellite custom (sw),0.1329787234042553,1.0,0.6459948320413437,0.6986107173235044,0.3571428571428571,0.16666666666666696,usa
volvo 145e (sw),0.2393617021276596,0.19999999999999996,0.13695090439276486,0.374255741423306,0.38690476190476186,0.16666666666666696,europe
volkswagen 411 (sw),0.3457446808510638,0.19999999999999996,0.13695090439276486,0.25460731499858236,0.5952380952380952,0.16666666666666696,europe
peugeot 504 (sw),0.3191489361702128,0.19999999999999996,0.13436692506459946,0.3872979869577545,0.6845238095238094,0.16666666666666696,europe
renault 12 (sw),0.4521276595744681,0.19999999999999996,0.07235142118863047,0.16331159625744263,0.5952380952380952,0.16666666666666696,europe
ford pinto (sw),0.3457446808510638,0.19999999999999996,0.1395348837209302,0.22171817408562522,0.47619047619047616,0.16666666666666696,usa
datsun 510 (sw),0.5053191489361701,0.19999999999999996,0.07493540051679587,0.19138077686419053,0.5357142857142857,0.16666666666666696,japan
toyouta corona mark ii (sw),0.3723404255319148,0.19999999999999996,0.13436692506459946,0.2531896796144032,0.38690476190476186,0.16666666666666696,japan
dodge colt (sw),0.5053191489361701,0.19999999999999996,0.07751937984496121,0.1562234193365466,0.41666666666666663,0.16666666666666696,usa
toyota corolla 1600 (sw),0.4787234042553191,0.19999999999999996,0.07493540051679587,0.13807768641905305,0.5059523809523809,0.16666666666666696,japan
buick century 350,0.10638297872340427,1.0,0.7286821705426357,0.7051318400907286,0.29761904761904756,0.25,usa
amc matador,0.1329787234042553,1.0,0.6098191214470284,0.58378225120499,0.20833333333333337,0.25,usa
chevrolet malibu,0.10638297872340427,1.0,0.7286821705426357,0.6733768074851149,0.29761904761904756,0.25,usa
ford gran torino,0.1329787234042553,1.0,0.6046511627906976,0.68868726963425,0.38690476190476186,0.25,usa
dodge coronet custom,0.15957446808510636,1.0,0.6459948320413437,0.613552594272753,0.2678571428571428,0.25,usa
mercury marquis brougham,0.0797872340425532,1.0,0.9328165374677002,0.9466969095548624,0.20833333333333337,0.25,usa
chevrolet caprice classic,0.10638297872340427,1.0,0.8578811369509045,0.8083356960589737,0.23809523809523803,0.25,usa
ford ltd,0.10638297872340427,1.0,0.7312661498708011,0.779699461298554,0.29761904761904756,0.25,usa
plymouth fury gran sedan,0.1329787234042553,1.0,0.6459948320413437,0.7439750496172385,0.38690476190476186,0.25,usa
chrysler new yorker brougham,0.10638297872340427,1.0,0.9612403100775193,0.8851715338814857,0.1785714285714286,0.25,usa
buick electra 225 custom,0.0797872340425532,1.0,1.0,0.9464133824780266,0.1785714285714286,0.25,usa
amc ambassador brougham,0.10638297872340427,1.0,0.7545219638242894,0.62602778565353,0.1785714285714286,0.25,usa
plymouth valiant,0.2393617021276596,0.6000000000000001,0.40568475452196384,0.42755883186844346,0.5059523809523809,0.25,usa
chevrolet nova custom,0.18617021276595744,0.6000000000000001,0.4702842377260982,0.47207258293167,0.5952380952380952,0.25,usa
amc hornet,0.2393617021276596,0.6000000000000001,0.42377260981912146,0.37765806634533594,0.47619047619047616,0.25,usa
ford maverick,0.2393617021276596,0.6000000000000001,0.4702842377260982,0.3992061241848597,0.5059523809523809,0.25,usa
plymouth duster,0.3723404255319148,0.6000000000000001,0.3359173126614987,0.36603345619506666,0.47619047619047616,0.25,usa
volkswagen super beetle,0.4521276595744681,0.19999999999999996,0.07493540051679587,0.09554862489367733,0.7738095238095238,0.25,europe
chevrolet impala,0.05319148936170212,1.0,0.8578811369509045,0.9594556280124752,0.3571428571428571,0.25,usa
ford country,0.0797872340425532,1.0,0.8578811369509045,0.9336546640204139,0.2678571428571428,0.25,usa
plymouth custom suburb,0.10638297872340427,1.0,0.7545219638242894,0.8622058406577827,0.29761904761904756,0.25,usa
oldsmobile vista cruiser,0.0797872340425532,1.0,0.7286821705426357,0.818259143748228,0.2678571428571428,0.25,usa
amc gremlin,0.2393617021276596,0.6000000000000001,0.42377260981912146,0.3334278423589453,0.41666666666666663,0.25,usa
toyota carina,0.29255319148936165,0.19999999999999996,0.07493540051679587,0.18882903317266797,0.6547619047619048,0.25,japan
chevrolet vega,0.3191489361702128,0.19999999999999996,0.18604651162790697,0.22341933654664026,0.6845238095238094,0.25,usa
datsun 610,0.3457446808510638,0.19999999999999996,0.10335917312661497,0.21718174085625175,0.5059523809523809,0.25,japan
maxda rx3,0.2393617021276596,0.0,0.00516795865633074,0.1448823362631131,0.32738095238095233,0.25,japan
ford pinto,0.26595744680851063,0.19999999999999996,0.1395348837209302,0.19761837255457892,0.6249999999999999,0.25,usa
mercury capri v6,0.3191489361702128,0.6000000000000001,0.2248062015503876,0.24354975900198472,0.3571428571428571,0.25,usa
fiat 124 sport coupe,0.4521276595744681,0.19999999999999996,0.07751937984496121,0.18485965409696625,0.4464285714285714,0.25,europe
chevrolet monte carlo s,0.15957446808510636,1.0,0.7286821705426357,0.7000283527076835,0.29761904761904756,0.25,usa
pontiac grand prix,0.18617021276595744,1.0,0.8578811369509045,0.7555996597675078,0.0892857142857143,0.25,usa
fiat 128,0.5319148936170213,0.19999999999999996,0.0,0.07201587751630278,0.6845238095238094,0.25,europe
opel manta,0.39893617021276595,0.19999999999999996,0.12403100775193798,0.15452225687553167,0.4464285714285714,0.25,europe
audi 100ls,0.29255319148936165,0.19999999999999996,0.11886304909560724,0.2747377374539268,0.3571428571428571,0.25,europe
volvo 144ea,0.26595744680851063,0.19999999999999996,0.13695090439276486,0.35582648142897644,0.4464285714285714,0.25,europe
dodge dart custom,0.15957446808510636,1.0,0.6459948320413437,0.5063793592288064,0.1785714285714286,0.25,usa
saab 99le,0.39893617021276595,0.19999999999999996,0.13695090439276486,0.2968528494471222,0.3571428571428571,0.25,europe
toyota mark ii,0.29255319148936165,0.6000000000000001,0.22739018087855295,0.3385313297419904,0.32738095238095233,0.25,japan
oldsmobile omega,0.05319148936170212,1.0,0.7286821705426357,0.5815140345903035,0.1785714285714286,0.25,usa
plymouth duster,0.29255319148936165,0.6000000000000001,0.3359173126614987,0.4221718174085626,0.5059523809523809,0.33333333333333304,usa
ford maverick,0.3191489361702128,0.6000000000000001,0.3410852713178295,0.35781117096682735,0.5357142857142857,0.33333333333333304,usa
amc hornet,0.26595744680851063,0.6000000000000001,0.42377260981912146,0.36518287496455915,0.47619047619047616,0.33333333333333304,usa
chevrolet nova,0.15957446808510636,0.6000000000000001,0.4702842377260982,0.4885171533881486,0.5357142857142857,0.33333333333333304,usa
datsun b210,0.5851063829787234,0.19999999999999996,0.028423772609819126,0.09554862489367733,0.6547619047619048,0.33333333333333304,japan
ford pinto,0.4521276595744681,0.19999999999999996,0.1395348837209302,0.2375956903884321,0.5059523809523809,0.33333333333333304,usa
toyota corolla 1200,0.6117021276595744,0.19999999999999996,0.00775193798449611,0.06322653813439183,0.4464285714285714,0.33333333333333304,japan
chevrolet vega,0.42553191489361697,0.19999999999999996,0.18604651162790697,0.2633966543804933,0.5357142857142857,0.33333333333333304,usa
chevrolet chevelle malibu classic,0.18617021276595744,0.6000000000000001,0.4702842377260982,0.6146867025800965,0.5357142857142857,0.33333333333333304,usa
amc matador,0.18617021276595744,0.6000000000000001,0.49095607235142125,0.5724411681315565,0.5952380952380952,0.33333333333333304,usa
plymouth satellite sebring,0.2393617021276596,0.6000000000000001,0.40568475452196384,0.5670541536716757,0.5059523809523809,0.33333333333333304,usa
ford gran torino,0.18617021276595744,1.0,0.6046511627906976,0.7167564502409981,0.3571428571428571,0.33333333333333304,usa
buick century luxus (sw),0.10638297872340427,1.0,0.7286821705426357,0.8749645591153955,0.38690476190476186,0.33333333333333304,usa
dodge coronet custom (sw),0.1329787234042553,1.0,0.6459948320413437,0.8063510065211227,0.32738095238095233,0.33333333333333304,usa
ford gran torino (sw),0.1329787234042553,1.0,0.6046511627906976,0.8576694074284094,0.47619047619047616,0.33333333333333304,usa
amc matador (sw),0.1329787234042553,1.0,0.6098191214470284,0.7496455911539551,0.4464285714285714,0.33333333333333304,usa
audi fox,0.5319148936170213,0.19999999999999996,0.07751937984496121,0.1718174085625177,0.5059523809523809,0.33333333333333304,europe
volkswagen dasher,0.4521276595744681,0.19999999999999996,0.028423772609819126,0.09923447689254328,0.4464285714285714,0.33333333333333304,europe
opel manta,0.4521276595744681,0.19999999999999996,0.07493540051679587,0.1947831017862206,0.38690476190476186,0.33333333333333304,europe
toyota corona,0.5851063829787234,0.19999999999999996,0.020671834625322988,0.010206974766090171,0.5059523809523809,0.33333333333333304,japan
datsun 710,0.6117021276595744,0.19999999999999996,0.038759689922480606,0.11057555996597679,0.6547619047619048,0.33333333333333304,japan
dodge colt,0.5053191489361701,0.19999999999999996,0.056847545219638224,0.14516586333994896,0.38690476190476186,0.33333333333333304,usa
fiat 128,0.39893617021276595,0.19999999999999996,0.056847545219638224,0.14034590303373973,0.4464285714285714,0.33333333333333304,europe
fiat 124 tc,0.4521276595744681,0.19999999999999996,0.12403100775193798,0.17947263963708537,0.3571428571428571,0.33333333333333304,europe
honda civic,0.39893617021276595,0.19999999999999996,0.13436692506459946,0.24836971930819396,0.41666666666666663,0.33333333333333304,japan
subaru,0.4521276595744681,0.19999999999999996,0.10335917312661497,0.22058406577828182,0.4464285714285714,0.33333333333333304,japan
fiat x1.9,0.5851063829787234,0.19999999999999996,0.028423772609819126,0.10972497873546927,0.47619047619047616,0.33333333333333304,europe
plymouth valiant custom,0.26595744680851063,0.6000000000000001,0.40568475452196384,0.46810320385596826,0.47619047619047616,0.41666666666666696,usa
chevrolet nova,0.2393617021276596,0.6000000000000001,0.4702842377260982,0.5233909838389567,0.47619047619047616,0.41666666666666696,usa
mercury monarch,0.15957446808510636,0.6000000000000001,0.4702842377260982,0.515735752764389,0.7738095238095238,0.41666666666666696,usa
ford maverick,0.15957446808510636,0.6000000000000001,0.4702842377260982,0.43804933371136945,0.6845238095238094,0.41666666666666696,usa
pontiac catalina,0.18617021276595744,1.0,0.8578811369509045,0.8661752197334845,0.20833333333333337,0.41666666666666696,usa
chevrolet bel air,0.15957446808510636,1.0,0.7286821705426357,0.8015310462149136,0.3571428571428571,0.41666666666666696,usa
plymouth grand fury,0.18617021276595744,1.0,0.6459948320413437,0.8179756166713922,0.38690476190476186,0.41666666666666696,usa
ford ltd,0.1329787234042553,1.0,0.7312661498708011,0.8630564218882902,0.32738095238095233,0.41666666666666696,usa
buick century,0.2127659574468085,0.6000000000000001,0.4211886304909561,0.6504111142614121,0.7738095238095238,0.41666666666666696,usa
chevroelt chevelle malibu,0.18617021276595744,0.6000000000000001,0.4702842377260982,0.6475758434930535,0.6249999999999999,0.41666666666666696,usa
amc matador,0.15957446808510636,0.6000000000000001,0.49095607235142125,0.6002268216614687,0.6547619047619048,0.41666666666666696,usa
plymouth fury,0.2393617021276596,0.6000000000000001,0.40568475452196384,0.6158208108874398,0.6547619047619048,0.41666666666666696,usa
buick skyhawk,0.3191489361702128,0.6000000000000001,0.4211886304909561,0.4043096115679048,0.41666666666666663,0.41666666666666696,usa
chevrolet monza 2+2,0.29255319148936165,1.0,0.5012919896640827,0.45591153955202723,0.32738095238095233,0.41666666666666696,usa
ford mustang ii,0.10638297872340427,1.0,0.6046511627906976,0.44116813155656365,0.23809523809523803,0.41666666666666696,usa
toyota corolla,0.5319148936170213,0.19999999999999996,0.07493540051679587,0.1582081088743975,0.47619047619047616,0.41666666666666696,japan
ford pinto,0.3723404255319148,0.19999999999999996,0.18604651162790697,0.29089878083356957,0.5357142857142857,0.41666666666666696,usa
amc gremlin,0.29255319148936165,0.6000000000000001,0.42377260981912146,0.368868726963425,0.47619047619047616,0.41666666666666696,usa
pontiac astro,0.3723404255319148,0.19999999999999996,0.18604651162790697,0.27757300822228526,0.6249999999999999,0.41666666666666696,usa
toyota corona,0.39893617021276595,0.19999999999999996,0.17054263565891475,0.30876098667422736,0.32738095238095233,0.41666666666666696,japan
volkswagen dasher,0.42553191489361697,0.19999999999999996,0.056847545219638224,0.1729515168698611,0.5059523809523809,0.41666666666666696,europe
datsun 710,0.39893617021276595,0.19999999999999996,0.13178294573643412,0.26424723561100083,0.5357142857142857,0.41666666666666696,japan
ford pinto,0.2393617021276596,0.6000000000000001,0.2661498708010336,0.3887156223419337,0.38690476190476186,0.41666666666666696,usa
volkswagen rabbit,0.5319148936170213,0.19999999999999996,0.056847545219638224,0.09186277289481148,0.3571428571428571,0.41666666666666696,europe
amc pacer,0.26595744680851063,0.6000000000000001,0.42377260981912146,0.4530762687836688,0.5357142857142857,0.41666666666666696,usa
audi 100ls,0.3723404255319148,0.19999999999999996,0.12144702842377259,0.3064927700595407,0.41666666666666663,0.41666666666666696,europe
peugeot 504,0.3723404255319148,0.19999999999999996,0.13436692506459946,0.381060391267366,0.5357142857142857,0.41666666666666696,europe
volvo 244dl,0.3457446808510638,0.19999999999999996,0.13695090439276486,0.37765806634533594,0.38690476190476186,0.41666666666666696,europe
saab 99le,0.42553191489361697,0.19999999999999996,0.13695090439276486,0.2999716472923164,0.32738095238095233,0.41666666666666696,europe
honda civic cvcc,0.6382978723404255,0.19999999999999996,0.05943152454780362,0.05160192798412244,0.5654761904761904,0.41666666666666696,japan
fiat 131,0.5053191489361701,0.19999999999999996,0.10077519379844962,0.24128154238729804,0.4464285714285714,0.5,europe
opel 1900,0.42553191489361697,0.19999999999999996,0.12403100775193798,0.17210093563935358,0.5297619047619045,0.5,europe
capri ii,0.42553191489361697,0.19999999999999996,0.18604651162790697,0.2719024666855685,0.4107142857142857,0.5,usa
dodge colt,0.4521276595744681,0.19999999999999996,0.07751937984496121,0.18202438332860793,0.5773809523809522,0.5,usa
renault 12tl,0.4787234042553191,0.19999999999999996,0.08527131782945735,0.16699744825630847,0.43452380952380953,0.5,europe
chevrolet chevelle malibu classic,0.22606382978723402,1.0,0.6124031007751938,0.7377374539268501,0.29761904761904756,0.5,usa
dodge coronet brougham,0.18617021276595744,1.0,0.6459948320413437,0.7306492770059542,0.29761904761904756,0.5,usa
amc matador,0.17287234042553193,1.0,0.6098191214470284,0.666005103487383,0.35119047619047616,0.5,usa
ford gran torino,0.14627659574468085,1.0,0.7312661498708011,0.7377374539268501,0.2857142857142857,0.5,usa
plymouth valiant,0.3457446808510638,0.6000000000000001,0.40568475452196384,0.4593138644740573,0.44047619047619047,0.5,usa
chevrolet nova,0.3457446808510638,0.6000000000000001,0.4702842377260982,0.49333711369435784,0.38690476190476186,0.5,usa
ford maverick,0.39893617021276595,0.6000000000000001,0.3410852713178295,0.3966543804933371,0.5714285714285715,0.5,usa
amc hornet,0.35904255319148937,0.6000000000000001,0.42377260981912146,0.41735185710235323,0.5714285714285715,0.5,usa
chevrolet chevette,0.5319148936170213,0.19999999999999996,0.043927648578811374,0.11964842642472362,0.8452380952380952,0.5,usa
chevrolet woody,0.4122340425531914,0.19999999999999996,0.07751937984496121,0.1562234193365466,0.8392857142857143,0.5,usa
vw rabbit,0.5319148936170213,0.19999999999999996,0.056847545219638224,0.09186277289481148,0.36904761904761896,0.5,europe
honda civic,0.6382978723404255,0.19999999999999996,0.05943152454780362,0.05160192798412244,0.5595238095238094,0.5,japan
dodge aspen se,0.29255319148936165,0.6000000000000001,0.40568475452196384,0.5778281825914374,0.5773809523809522,0.5,usa
ford granada ghia,0.2393617021276596,0.6000000000000001,0.4702842377260982,0.5559965976750779,0.7738095238095238,0.5,usa
pontiac ventura sj,0.25265957446808507,0.6000000000000001,0.4702842377260982,0.5761270201304224,0.488095238095238,0.5,usa
amc pacer d/l,0.22606382978723402,0.6000000000000001,0.49095607235142125,0.4479727814006238,0.5833333333333334,0.5,usa
volkswagen rabbit,0.5452127659574467,0.19999999999999996,0.07493540051679587,0.06010774028919763,0.2499999999999999,0.5,europe
datsun b-210,0.6117021276595744,0.19999999999999996,0.043927648578811374,0.10688970796711084,0.5357142857142857,0.5,japan
toyota corolla,0.5053191489361701,0.19999999999999996,0.07493540051679587,0.15367167564502415,0.4999999999999999,0.5,japan
ford pinto,0.46542553191489355,0.19999999999999996,0.18604651162790697,0.2699177771477176,0.33333333333333326,0.5,usa
volvo 245,0.29255319148936165,0.19999999999999996,0.16020671834625322,0.43578111709668277,0.45833333333333326,0.5,europe
plymouth volare premier v8,0.10638297872340427,1.0,0.6459948320413437,0.6597675077969946,0.3095238095238094,0.5,usa
peugeot 504,0.26595744680851063,0.19999999999999996,0.13436692506459946,0.4698043663169833,0.8273809523809522,0.5,europe
toyota mark ii,0.26595744680851063,0.6000000000000001,0.22739018087855295,0.37340516019279846,0.4464285714285714,0.5,japan
mercedes-benz 280s,0.19946808510638295,0.6000000000000001,0.25839793281653745,0.625744258576694,0.5178571428571428,0.5,europe
cadillac seville,0.19946808510638295,1.0,0.7286821705426357,0.7845194216047632,0.24404761904761896,0.5,usa
chevy c10,0.10638297872340427,1.0,0.7286821705426357,0.692373121633116,0.23809523809523803,0.5,usa
ford f108,0.10638297872340427,1.0,0.6046511627906976,0.6399206124184861,0.41666666666666663,0.5,usa
dodge d100,0.10638297872340427,1.0,0.6459948320413437,0.6073149985823646,0.3571428571428571,0.5,usa
honda accord cvcc,0.5984042553191489,0.19999999999999996,0.07751937984496121,0.12248369719308194,0.6249999999999999,0.583333333333333,japan
buick opel isuzu deluxe,0.5585106382978723,0.19999999999999996,0.1111111111111111,0.15367167564502415,0.40476190476190477,0.583333333333333,usa
renault 5 gtl,0.7180851063829787,0.19999999999999996,0.028423772609819126,0.06010774028919763,0.630952380952381,0.583333333333333,europe
plymouth arrow gs,0.43882978723404253,0.19999999999999996,0.1395348837209302,0.1947831017862206,0.4464285714285714,0.583333333333333,usa
datsun f-10 hatchback,0.651595744680851,0.19999999999999996,0.043927648578811374,0.09413098950949816,0.5238095238095238,0.583333333333333,japan
chevrolet caprice classic,0.22606382978723402,1.0,0.6124031007751938,0.6427558831868444,0.2678571428571428,0.583333333333333,usa
oldsmobile cutlass supreme,0.2127659574468085,1.0,0.49612403100775193,0.6937907570172951,0.6547619047619048,0.583333333333333,usa
dodge monaco brougham,0.17287234042553193,1.0,0.6459948320413437,0.7164729231641621,0.3392857142857142,0.583333333333333,usa
mercury cougar brougham,0.15957446808510636,1.0,0.6046511627906976,0.7604196200737171,0.4107142857142857,0.583333333333333,usa
chevrolet concours,0.22606382978723402,0.6000000000000001,0.4702842377260982,0.5406861355259427,0.4999999999999999,0.583333333333333,usa
buick skylark,0.3058510638297872,0.6000000000000001,0.4211886304909561,0.5137510632265382,0.5297619047619045,0.583333333333333,usa
plymouth volare custom,0.26595744680851063,0.6000000000000001,0.40568475452196384,0.5718741139778848,0.5773809523809522,0.583333333333333,usa
